HourDK,GrossConsumptionMWh,TotalSolarProductionMWh,TotalWindProductionMWh
2023-12-30T23:00:00,1525.118546,0.13158899999999998,419.72923000000003
2023-12-30T22:00:00,1593.238282,0.145007,644.0450470000001
2023-12-30T21:00:00,1678.589537,0.15067899999999998,761.1255550000001
2023-12-30T20:00:00,1700.513019,0.202043,930.518013
2023-12-30T19:00:00,1794.644587,0.261222,890.532999
2023-12-30T18:00:00,1904.805833,0.330648,971.0219239999999
2023-12-30T17:00:00,1926.197055,0.395207,1065.308108
2023-12-30T16:00:00,1841.571408,0.28273099999999995,973.089064
2023-12-30T15:00:00,1763.624876,6.636386,1054.524823
2023-12-30T14:00:00,1765.012194,45.410151,1086.7676529999999
2023-12-30T13:00:00,1757.42083,118.57644599999999,993.3746480000001
2023-12-30T12:00:00,1758.620614,159.508027,972.3861280000001
2023-12-30T11:00:00,1764.585155,141.935112,1026.7400969999999
2023-12-30T10:00:00,1763.878583,89.839394,1070.414585
2023-12-30T09:00:00,1656.462871,26.764978000000003,1145.340358
2023-12-30T08:00:00,1589.69958,1.451268,1231.682958
2023-12-30T07:00:00,1514.075788,0.229815,1213.5768590000002
2023-12-30T06:00:00,1404.401234,0.22443,1226.634164
2023-12-30T05:00:00,1424.149137,0.14425200000000002,1271.422217
2023-12-30T04:00:00,1417.52671,0.127716,1200.888575
2023-12-30T03:00:00,1474.925885,0.130809,1221.899449
2023-12-30T02:00:00,1524.973121,0.132581,1242.892912
2023-12-30T01:00:00,1538.270638,0.143725,1341.80737
2023-12-30T00:00:00,1558.566172,0.13852699999999998,1372.245132
2023-12-29T23:00:00,1536.805622,0.136962,1311.6020649999998
2023-12-29T22:00:00,1603.856945,0.138689,1298.274721
2023-12-29T21:00:00,1684.386362,0.166823,1368.922703
2023-12-29T20:00:00,1755.749444,0.20711000000000002,1432.427009
2023-12-29T19:00:00,1867.462285,0.267749,1523.124533
2023-12-29T18:00:00,1976.833942,0.327961,1560.3277979999998
2023-12-29T17:00:00,2003.258282,0.349758,1545.7832090000002
2023-12-29T16:00:00,1941.907758,0.231727,1505.1159510000002
2023-12-29T15:00:00,1868.540725,5.306632,1476.254455
2023-12-29T14:00:00,1846.576037,42.486609,1473.601767
2023-12-29T13:00:00,1867.68776,80.734708,1474.360036
2023-12-29T12:00:00,1879.225772,113.87508199999999,1483.5540039999998
2023-12-29T11:00:00,1946.739638,86.645491,1485.3218029999998
2023-12-29T10:00:00,1881.602232,61.512528,1479.5896109999999
2023-12-29T09:00:00,1852.664439,13.514458000000001,1468.684439
2023-12-29T08:00:00,1747.568526,0.695184,1450.868087
2023-12-29T07:00:00,1629.991353,0.214482,1417.722066
2023-12-29T06:00:00,1521.913821,0.20337799999999998,1395.024011
2023-12-29T05:00:00,1457.52395,0.16181900000000002,1366.00493
2023-12-29T04:00:00,1469.462899,0.13896699999999998,1295.2069780000002
2023-12-29T03:00:00,1491.627832,0.15061,1351.982352
2023-12-29T02:00:00,1518.606416,0.140313,1384.898096
2023-12-29T01:00:00,1591.064569,0.14916500000000002,1499.5129
2023-12-29T00:00:00,1580.650548,0.152272,1514.549766
2023-12-28T23:00:00,1590.295986,0.15173,1448.61776
2023-12-28T22:00:00,1657.527381,0.166899,1491.2618739999998
2023-12-28T21:00:00,1724.731086,0.189369,1449.6119860000001
2023-12-28T20:00:00,1760.860785,0.20224399999999998,1411.565402
2023-12-28T19:00:00,1863.226358,0.246615,1397.459912
2023-12-28T18:00:00,1962.856537,0.29125199999999996,1370.014991
2023-12-28T17:00:00,1997.302461,0.32954399999999995,1361.687384
2023-12-28T16:00:00,1961.754025,0.188967,1353.846986
2023-12-28T15:00:00,1896.654811,2.772168,1410.270994
2023-12-28T14:00:00,1918.007275,15.945488,1473.5701289999997
2023-12-28T13:00:00,1938.429951,41.627052,1539.088106
2023-12-28T12:00:00,1911.540016,41.419044,1544.411836
2023-12-28T11:00:00,1923.91455,35.395846999999996,1534.850817
2023-12-28T10:00:00,1904.093738,28.246308,1504.829937
2023-12-28T09:00:00,1840.633482,15.861426,1525.2810519999998
2023-12-28T08:00:00,1775.626824,0.646357,1484.120817
2023-12-28T07:00:00,1676.008553,0.211429,1420.392129
2023-12-28T06:00:00,1538.61008,0.19630599999999998,1382.748276
2023-12-28T05:00:00,1494.091105,0.151218,1344.287096
2023-12-28T04:00:00,1521.925724,0.154267,1401.224712
2023-12-28T03:00:00,1581.524672,0.146064,1415.00193
2023-12-28T02:00:00,1634.632039,0.159791,1415.7388540000002
2023-12-28T01:00:00,1654.037416,0.16982300000000003,1420.386083
2023-12-28T00:00:00,1704.744986,0.17909100000000003,1445.780992
2023-12-27T23:00:00,1713.646327,0.166862,1441.361889
2023-12-27T22:00:00,1743.157491,0.171916,1448.369679
2023-12-27T21:00:00,1803.274344,0.20193799999999998,1343.0179739999999
2023-12-27T20:00:00,1814.578473,0.20472,1020.689748
2023-12-27T19:00:00,1902.446376,0.24826499999999999,640.245735
2023-12-27T18:00:00,1975.162948,0.324223,366.842904
2023-12-27T17:00:00,2011.837137,0.382592,201.501059
2023-12-27T16:00:00,1957.904661,0.233527,77.766918
2023-12-27T15:00:00,1875.529452,3.5616269999999997,13.016099999999998
2023-12-27T14:00:00,1842.21238,28.992918,12.079106
2023-12-27T13:00:00,1855.638054,79.789723,56.930383
2023-12-27T12:00:00,1849.846124,130.167195,152.836077
2023-12-27T11:00:00,1865.189737,130.39183500000001,281.084324
2023-12-27T10:00:00,1854.042352,89.866971,475.557586
2023-12-27T09:00:00,1812.11761,43.254897,652.939775
2023-12-27T08:00:00,1739.879308,2.410773,814.373728
2023-12-27T07:00:00,1620.298141,0.18875500000000003,960.5041319999999
2023-12-27T06:00:00,1508.590373,0.197511,1046.902398
2023-12-27T05:00:00,1402.982128,0.14387,1168.536629
2023-12-27T04:00:00,1415.311653,0.13520200000000002,1302.6723709999999
2023-12-27T03:00:00,1446.189344,0.134192,1387.3964839999999
2023-12-27T02:00:00,1480.202417,0.135987,1418.831023
2023-12-27T01:00:00,1531.085958,0.13784200000000002,1423.194294
2023-12-27T00:00:00,1534.180827,0.140804,1422.250808
2023-12-26T23:00:00,1537.009376,0.149808,1437.286217
2023-12-26T22:00:00,1606.68484,0.161136,1467.749847
2023-12-26T21:00:00,1681.753324,0.17820999999999998,1470.820711
2023-12-26T20:00:00,1711.178511,0.20049499999999998,1452.093822
2023-12-26T19:00:00,1754.331179,0.238068,1434.0762
2023-12-26T18:00:00,1799.218504,0.309273,1413.482101
2023-12-26T17:00:00,1810.751053,0.34533800000000003,1361.140921
2023-12-26T16:00:00,1771.413523,0.20718999999999999,1187.902133
2023-12-26T15:00:00,1722.355667,9.750751000000001,923.360144
2023-12-26T14:00:00,1756.419407,36.502248,653.886674
2023-12-26T13:00:00,1801.932677,43.715799000000004,781.1560799999999
2023-12-26T12:00:00,1836.03696,50.163574,1032.93262
2023-12-26T11:00:00,1859.047647,33.369462000000006,1269.36772
2023-12-26T10:00:00,1802.125088,39.449714,1343.355571
2023-12-26T09:00:00,1703.229419,10.630053,1430.683388
2023-12-26T08:00:00,1590.476943,0.7852410000000001,1487.252902
2023-12-26T07:00:00,1485.22581,0.215748,1511.082023
2023-12-26T06:00:00,1408.935319,0.20300300000000002,1462.837119
2023-12-26T05:00:00,1404.241322,0.159068,1313.5655430000002
2023-12-26T04:00:00,1432.754298,0.137402,1354.406455
2023-12-26T03:00:00,1415.838019,0.148256,1300.196716
2023-12-26T02:00:00,1484.106778,0.136748,1223.228682
2023-12-26T01:00:00,1481.057432,0.13869,1130.065539
2023-12-26T00:00:00,1500.553655,0.125742,1040.8702890000002
2023-12-25T23:00:00,1499.116644,0.140858,871.097542
2023-12-25T22:00:00,1572.508274,0.143797,885.901026
2023-12-25T21:00:00,1620.522972,0.163635,928.146639
2023-12-25T20:00:00,1670.446371,0.195122,1070.141269
2023-12-25T19:00:00,1738.105208,0.246259,1171.5063280000002
2023-12-25T18:00:00,1812.178966,0.313106,1240.346525
2023-12-25T17:00:00,1846.238669,0.35094,1332.574419
2023-12-25T16:00:00,1819.116462,0.232172,1419.884822
2023-12-25T15:00:00,1760.002949,8.613253,1456.766117
2023-12-25T14:00:00,1736.879918,45.711816999999996,1498.852457
2023-12-25T13:00:00,1753.322117,98.694179,1521.1291860000001
2023-12-25T12:00:00,1774.25582,121.65255,1529.793017
2023-12-25T11:00:00,1764.226195,110.965458,1540.041158
2023-12-25T10:00:00,1728.641428,81.781394,1542.531097
2023-12-25T09:00:00,1676.580317,30.839711,1531.4782839999998
2023-12-25T08:00:00,1578.442157,2.044376,1321.4435389999999
2023-12-25T07:00:00,1483.258671,0.31120000000000003,1488.803884
2023-12-25T06:00:00,1406.381499,0.275868,1523.026331
2023-12-25T05:00:00,1384.691839,0.14813400000000002,1369.089211
2023-12-25T04:00:00,1389.13133,0.132402,1382.2894740000002
2023-12-25T03:00:00,1443.812399,0.131023,1534.067598
2023-12-25T02:00:00,1483.778037,0.127632,1539.219265
2023-12-25T01:00:00,1506.185689,0.133221,1516.584112
2023-12-25T00:00:00,1534.458356,0.141492,1491.02472
2023-12-24T23:00:00,1574.878586,0.137932,1490.457319
2023-12-24T22:00:00,1576.888712,0.150527,1477.703864
2023-12-24T21:00:00,1623.41303,0.169864,1544.851537
2023-12-24T20:00:00,1649.428555,0.19405,1344.2927530000002
2023-12-24T19:00:00,1645.757188,0.208941,1414.940868
2023-12-24T18:00:00,1820.021789,0.28840599999999994,1499.900042
2023-12-24T17:00:00,2084.523836,0.34516800000000003,1480.641204
2023-12-24T16:00:00,2070.746552,0.21034599999999998,1503.940578
2023-12-24T15:00:00,1988.8453,0.531705,1469.705102
2023-12-24T14:00:00,1948.203261,5.319133,1427.923346
2023-12-24T13:00:00,1939.546102,12.058713,1398.8789229999998
2023-12-24T12:00:00,1956.052015,17.237324,1299.013517
2023-12-24T11:00:00,1936.192037,19.337552,1098.579464
2023-12-24T10:00:00,1879.732809,14.07954,1151.120292
2023-12-24T09:00:00,1790.107463,5.580639,924.8746259999998
2023-12-24T08:00:00,1705.963388,0.34371300000000005,543.643552
2023-12-24T07:00:00,1562.530096,0.202963,479.998064
2023-12-24T06:00:00,1462.38858,0.196381,480.1834560000001
2023-12-24T05:00:00,1454.58414,0.14726500000000003,490.23512
2023-12-24T04:00:00,1484.09373,0.125593,368.9514510000001
2023-12-24T03:00:00,1531.761549,0.126802,252.72876999999997
2023-12-24T02:00:00,1574.408233,0.116776,187.916991
2023-12-24T01:00:00,1647.86947,0.11745900000000001,296.12848099999997
2023-12-24T00:00:00,1682.826495,0.129751,415.861859
2023-12-23T23:00:00,1698.193651,0.144067,445.690566
2023-12-23T22:00:00,1772.630745,0.15354099999999998,423.32137600000004
2023-12-23T21:00:00,1834.45745,0.174841,543.923254
2023-12-23T20:00:00,1824.343161,0.196116,676.178867
